"TLID","lat","lon","N","P","K","TY","Treatment","var","SoilType"
"77",10.26915264,5.98679858,62,14,27,3906,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"77",10.26915264,5.98679858,67,20,0,3808,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"207",11.0869972,8.269106084,46,0,0,1460,"N46,P0,K0","Sammaz 15","Sandy Loam"
"207",11.0869972,8.269106084,68,10,19,4232,"N68,P10,K19","Sammaz 15","Sandy Loam"
"207",11.0869972,8.269106084,62,14,27,4823,"N62,P14,K27","Sammaz 15","Sandy Loam"
"207",11.0869972,8.269106084,67,20,0,4110,"N67,P20,K0","Sammaz 15","Sandy Loam"
"84",10.2493053,6.011891817,46,0,0,3284,"N46,P0,K0","Sammaz 15","Loam"
"84",10.2493053,6.011891817,68,10,19,5258,"N68,P10,K19","Sammaz 15","Loam"
"84",10.2493053,6.011891817,62,14,27,4808,"N62,P14,K27","Sammaz 15","Loam"
"84",10.2493053,6.011891817,67,20,0,4348,"N67,P20,K0","Sammaz 15","Loam"
"81",10.31127268,6.005900647,46,0,0,1751,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"81",10.31127268,6.005900647,68,10,19,2847,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"81",10.31127268,6.005900647,62,14,27,3582,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"81",10.31127268,6.005900647,67,20,0,5631,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"80",10.27783848,6.002100331,46,0,0,1133,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"80",10.27783848,6.002100331,68,10,19,2346,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"80",10.27783848,6.002100331,62,14,27,1728,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"80",10.27783848,6.002100331,67,20,0,1442,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"79",10.31312949,5.996581017,46,0,0,1515,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"79",10.31312949,5.996581017,68,10,19,4187,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"79",10.31312949,5.996581017,62,14,27,3806,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"79",10.31312949,5.996581017,67,20,0,3846,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"74",10.32487839,5.953721141,46,0,0,1319,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"74",10.32487839,5.953721141,68,10,19,2259,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"74",10.32487839,5.953721141,62,14,27,1435,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"74",10.32487839,5.953721141,67,20,0,1253,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"211",11.09243973,8.278420628,46,0,0,5116,"N46,P0,K0","Sammaz 15","Sandy Loam"
"211",11.09243973,8.278420628,68,10,19,7223,"N68,P10,K19","Sammaz 15","Sandy Loam"
"211",11.09243973,8.278420628,62,14,27,7915,"N62,P14,K27","Sammaz 15","Sandy Loam"
"211",11.09243973,8.278420628,67,20,0,6463,"N67,P20,K0","Sammaz 15","Sandy Loam"
"195",11.0759934,8.239607796,46,0,0,3967,"N46,P0,K0","Sammaz 15","Sandy Loam"
"195",11.0759934,8.239607796,68,10,19,6613,"N68,P10,K19","Sammaz 15","Sandy Loam"
"195",11.0759934,8.239607796,62,14,27,9182,"N62,P14,K27","Sammaz 15","Sandy Loam"
"195",11.0759934,8.239607796,67,20,0,6662,"N67,P20,K0","Sammaz 15","Sandy Loam"
"196",11.08009694,8.24068616,46,0,0,3756,"N46,P0,K0","Sammaz 15","Sandy Loam"
"196",11.08009694,8.24068616,68,10,19,8503,"N68,P10,K19","Sammaz 15","Sandy Loam"
"196",11.08009694,8.24068616,62,14,27,9771,"N62,P14,K27","Sammaz 15","Sandy Loam"
"196",11.08009694,8.24068616,67,20,0,10336,"N67,P20,K0","Sammaz 15","Sandy Loam"
"210",11.08979077,8.276919684,46,0,0,2931,"N46,P0,K0","Sammaz 15","Sandy Loam"
"210",11.08979077,8.276919684,68,10,19,9949,"N68,P10,K19","Sammaz 15","Sandy Loam"
"210",11.08979077,8.276919684,62,14,27,10261,"N62,P14,K27","Sammaz 15","Sandy Loam"
"210",11.08979077,8.276919684,67,20,0,6997,"N67,P20,K0","Sammaz 15","Sandy Loam"
"208",11.09387752,8.275700983,46,0,0,2111,"N46,P0,K0","Sammaz 15","Sandy Loam"
"208",11.09387752,8.275700983,68,10,19,6566,"N68,P10,K19","Sammaz 15","Sandy Loam"
"208",11.09387752,8.275700983,62,14,27,7385,"N62,P14,K27","Sammaz 15","Sandy Loam"
"208",11.09387752,8.275700983,67,20,0,9543,"N67,P20,K0","Sammaz 15","Sandy Loam"
"194",11.03400251,8.237138146,68,10,19,2702,"N68,P10,K19","Sammaz 15","Sandy Loam"
"194",11.03400251,8.237138146,62,14,27,3046,"N62,P14,K27","Sammaz 15","Sandy Loam"
"194",11.03400251,8.237138146,67,20,0,3641,"N67,P20,K0","Sammaz 15","Sandy Loam"
"189",11.04640434,8.226940539,46,0,0,2652,"N46,P0,K0","Sammaz 15","Sandy Loam"
"189",11.04640434,8.226940539,68,10,19,5511,"N68,P10,K19","Sammaz 15","Sandy Loam"
"189",11.04640434,8.226940539,62,14,27,5282,"N62,P14,K27","Sammaz 15","Sandy Loam"
"189",11.04640434,8.226940539,67,20,0,5389,"N67,P20,K0","Sammaz 15","Sandy Loam"
"190",11.04865945,8.228418606,46,0,0,3939,"N46,P0,K0","Sammaz 15","Sandy Loam"
"190",11.04865945,8.228418606,68,10,19,6565,"N68,P10,K19","Sammaz 15","Sandy Loam"
"190",11.04865945,8.228418606,62,14,27,7654,"N62,P14,K27","Sammaz 15","Sandy Loam"
"190",11.04865945,8.228418606,67,20,0,7991,"N67,P20,K0","Sammaz 15","Sandy Loam"
"193",11.04343178,8.232679275,46,0,0,2077,"N46,P0,K0","Sammaz 15","Sandy Loam"
"193",11.04343178,8.232679275,68,10,19,6242,"N68,P10,K19","Sammaz 15","Sandy Loam"
"193",11.04343178,8.232679275,62,14,27,6573,"N62,P14,K27","Sammaz 15","Sandy Loam"
"193",11.04343178,8.232679275,67,20,0,6456,"N67,P20,K0","Sammaz 15","Sandy Loam"
"191",11.12202132,8.228712302,46,0,0,1789,"N46,P0,K0","Sammaz 15","Sandy Loam"
"191",11.12202132,8.228712302,68,10,19,5598,"N68,P10,K19","Sammaz 15","Sandy Loam"
"191",11.12202132,8.228712302,62,14,27,5753,"N62,P14,K27","Sammaz 15","Sandy Loam"
"191",11.12202132,8.228712302,67,20,0,5649,"N67,P20,K0","Sammaz 15","Sandy Loam"
"192",11.12013576,8.230729389,46,0,0,2285,"N46,P0,K0","Sammaz 15","Sandy Loam"
"192",11.12013576,8.230729389,68,10,19,6657,"N68,P10,K19","Sammaz 15","Sandy Loam"
"192",11.12013576,8.230729389,62,14,27,6719,"N62,P14,K27","Sammaz 15","Sandy Loam"
"192",11.12013576,8.230729389,67,20,0,5864,"N67,P20,K0","Sammaz 15","Sandy Loam"
"201",11.09497756,8.24575887,46,0,0,1843,"N46,P0,K0","Sammaz 15","Sandy Loam"
"201",11.09497756,8.24575887,68,10,19,5531,"N68,P10,K19","Sammaz 15","Sandy Loam"
"201",11.09497756,8.24575887,62,14,27,5670,"N62,P14,K27","Sammaz 15","Sandy Loam"
"201",11.09497756,8.24575887,67,20,0,5593,"N67,P20,K0","Sammaz 15","Sandy Loam"
"202",11.07159227,8.247418826,46,0,0,4659,"N46,P0,K0","Sammaz 15","Sandy Loam"
"202",11.07159227,8.247418826,68,10,19,6222,"N68,P10,K19","Sammaz 15","Sandy Loam"
"202",11.07159227,8.247418826,62,14,27,6115,"N62,P14,K27","Sammaz 15","Sandy Loam"
"202",11.07159227,8.247418826,67,20,0,6239,"N67,P20,K0","Sammaz 15","Sandy Loam"
"183",11.04374939,8.199689871,46,0,0,3790,"N46,P0,K0","Sammaz 15","Sandy Loam"
"183",11.04374939,8.199689871,68,10,19,5591,"N68,P10,K19","Sammaz 15","Sandy Loam"
"183",11.04374939,8.199689871,62,14,27,4713,"N62,P14,K27","Sammaz 15","Sandy Loam"
"183",11.04374939,8.199689871,67,20,0,3957,"N67,P20,K0","Sammaz 15","Sandy Loam"
"185",11.04607549,8.202968852,46,0,0,2918,"N46,P0,K0","Sammaz 15","Sandy Loam"
"185",11.04607549,8.202968852,68,10,19,6159,"N68,P10,K19","Sammaz 15","Sandy Loam"
"185",11.04607549,8.202968852,62,14,27,6688,"N62,P14,K27","Sammaz 15","Sandy Loam"
"185",11.04607549,8.202968852,67,20,0,6950,"N67,P20,K0","Sammaz 15","Sandy Loam"
"186",11.04136345,8.203390412,46,0,0,3249,"N46,P0,K0","Sammaz 15","Sandy Loam"
"186",11.04136345,8.203390412,68,10,19,4922,"N68,P10,K19","Sammaz 15","Sandy Loam"
"186",11.04136345,8.203390412,62,14,27,5518,"N62,P14,K27","Sammaz 15","Sandy Loam"
"186",11.04136345,8.203390412,67,20,0,5839,"N67,P20,K0","Sammaz 15","Sandy Loam"
"184",11.03984098,8.200004818,46,0,0,2207,"N46,P0,K0","Sammaz 15","Sandy Loam"
"184",11.03984098,8.200004818,68,10,19,6288,"N68,P10,K19","Sammaz 15","Sandy Loam"
"184",11.03984098,8.200004818,62,14,27,6092,"N62,P14,K27","Sammaz 15","Sandy Loam"
"184",11.03984098,8.200004818,67,20,0,7133,"N67,P20,K0","Sammaz 15","Sandy Loam"
"209",11.09184463,8.276244762,46,0,0,3089,"N46,P0,K0","Sammaz 15","Sandy Loam"
"209",11.09184463,8.276244762,68,10,19,6566,"N68,P10,K19","Sammaz 15","Sandy Loam"
"209",11.09184463,8.276244762,62,14,27,6189,"N62,P14,K27","Sammaz 15","Sandy Loam"
"209",11.09184463,8.276244762,67,20,0,6295,"N67,P20,K0","Sammaz 15","Sandy Loam"
"187",11.0298571,8.206653863,46,0,0,2792,"N46,P0,K0","Sammaz 15","Sandy Loam"
"187",11.0298571,8.206653863,68,10,19,5890,"N68,P10,K19","Sammaz 15","Sandy Loam"
"187",11.0298571,8.206653863,62,14,27,5895,"N62,P14,K27","Sammaz 15","Sandy Loam"
"187",11.0298571,8.206653863,67,20,0,5959,"N67,P20,K0","Sammaz 15","Sandy Loam"
"188",11.03024993,8.207745661,46,0,0,3442,"N46,P0,K0","Sammaz 15","Sandy Loam"
"188",11.03024993,8.207745661,68,10,19,5376,"N68,P10,K19","Sammaz 15","Sandy Loam"
"188",11.03024993,8.207745661,62,14,27,5673,"N62,P14,K27","Sammaz 15","Sandy Loam"
"188",11.03024993,8.207745661,67,20,0,5499,"N67,P20,K0","Sammaz 15","Sandy Loam"
"Pamp2010011",11.282028,8.122915,0,0,0,1596.5,"control","Hybrid","Sandy Loam"
"Pamp2010021",11.310585,8.117788,0,0,0,1334,"control","Hybrid","Sandy Loam"
"Pamp2010022",11.308888,8.125572,0,0,0,981,"control","Hybrid","Sandy Loam"
"Pamp2010031",11.335965,8.129422,0,0,0,478.5,"control","Hybrid","Sandy Loam"
"Pamp2010032",11.333195,8.124478,0,0,0,709,"control","Hybrid","Sandy Loam"
"Pamp2010033",11.332592,8.127967,0,0,0,865.5,"control","Hybrid","Sandy Loam"
"Pamp2010041",11.344723,8.119588,0,0,0,659.5,"control","Hybrid","Sandy Loam"
"Pamp2010042",11.348234,8.124414,0,0,0,1287,"control","Hybrid","Sandy Loam"
"Pamp2010051",11.292145,8.146835,0,0,0,794,"control","Hybrid","Sandy Loam"
"Pamp2010052",11.288975,8.153355,0,0,0,303,"control","Hybrid","Sandy Loam"
"Pamp2010061",11.30861,8.145503,0,0,0,1034,"control","Hybrid","Sandy Loam"
"Pamp2010062",11.310172,8.151043,0,0,0,331,"control","Hybrid","Sandy Loam"
"Pamp2010071",11.332519,8.155348,0,0,0,552,"control","Hybrid","Sandy Loam"
"Pamp2010072",11.334613,8.150783,0,0,0,694.5,"control","Hybrid","Sandy Loam"
"Pamp2010081",11.357768,8.152207,0,0,0,84,"control","Hybrid","Sandy Loam"
"Pamp2010082",11.360335,8.148188,0,0,0,1190,"control","Hybrid","Sandy Loam"
"Pamp2010101",11.308785,8.175718,0,0,0,1315.5,"control","Hybrid","Sandy Loam"
"Pamp2010102",11.308953,8.167585,0,0,0,296,"control","Hybrid","Sandy Loam"
"Pamp2010111",11.332792,8.171157,0,0,0,717,"control","Hybrid","Sandy Loam"
"Pamp2010112",11.336667,8.171707,0,0,0,954,"control","Hybrid","Sandy Loam"
"Pamp2010121",11.356307,8.167343,0,0,0,338.5,"control","Hybrid","Sandy Loam"
"Pamp2010122",11.354145,8.169087,0,0,0,76,"control","Hybrid","Sandy Loam"
"Pamp2010123",11.352932,8.166752,0,0,0,1078,"control","Hybrid","Sandy Loam"
"Pamp2010131",11.284695,8.192318,0,0,0,532.5,"control","Hybrid","Sandy Loam"
"Pamp2010132",11.290448,8.189918,0,0,0,130.5,"control","Hybrid","Sandy Loam"
"Pamp2010142",11.313348,8.196717,0,0,0,18,"control","Hybrid","Sandy Loam"
"Pamp2010151",11.327023,8.1854,0,0,0,1074.5,"control","Hybrid","Sandy Loam"
"Pamp2010152",11.325305,8.188542,0,0,0,705.5,"control","Hybrid","Sandy Loam"
"Pamp2010161",11.353283,8.192848,0,0,0,1053.5,"control","Hybrid","Sandy Loam"
"Pamp2010162",11.344635,8.19201,0,0,0,777,"control","Hybrid","Sandy Loam"
"Cowpea",7.633,11.183,0,0,0,278.736171236171,"control","Hybrid","Sandy Clay Loam"
"Lablab",7.633,11.183,0,0,0,147.065359477124,"control","Hybrid","Sandy Clay Loam"
"Maize",7.633,11.183,0,0,0,31.1111111111111,"control","Hybrid","Sandy Clay Loam"
"Pascuorum",7.633,11.183,0,0,0,501.711140458655,"control","Hybrid","Sandy Clay Loam"
"Kayode and Agboola 1985",7.417,3.867,0,0,0,1200,"control","Maize","Clay Loam"
"Kayode and Agboola 1985",7.417,3.867,0,0,0,1200,"control","Maize","Clay Loam"
"Kayode and Agboola 1985",7.417,3.867,0,0,0,1300,"control","Maize","Clay Loam"
"Kayode and Agboola 1985",7.417,3.867,0,0,0,1300,"control","Maize","Clay Loam"
"Kayode and Agboola 1985",7.417,3.867,0,0,0,800,"control","Maize","Clay Loam"
"Kayode and Agboola 1985",7.417,3.867,0,0,0,800,"control","Maize","Clay Loam"
"Kayode and Agboola 1985",7.8,3.833,0,0,0,1800,"control","Maize","Sandy Clay Loam"
"Kayode and Agboola 1985",7.8,3.833,0,0,0,2000,"control","Maize","Sandy Clay Loam"
"Kayode and Agboola 1985",7.8,3.833,0,0,0,2000,"control","Maize","Sandy Clay Loam"
"Kayode and Agboola 1985",7.8,3.833,0,0,0,1800,"control","Maize","Sandy Clay Loam"
"Kayode and Agboola 1985",7.8,3.833,0,0,0,1800,"control","Maize","Sandy Clay Loam"
"TMS_F1",11.54272,7.36464,0,0,0,1606.74747474747,"control","Hybrid","Sandy Loam"
"TMS_F1",11.54272,7.36464,0,0,0,3278.64978902954,"control","Opv","Sandy Loam"
"TMS_F2",11.62754,7.4677,0,0,0,1222.34234234234,"control","Hybrid","Sandy Loam"
"TMS_F2",11.62754,7.4677,0,0,0,1087.94134937926,"control","Opv","Sandy Loam"
"TMS_F3",11.53085,7.36067,0,0,0,3317.68249468462,"control","Hybrid","Sandy Loam"
"TMS_F3",11.53085,7.36067,0,0,0,2253.48733100546,"control","Opv","Sandy Loam"
"TMS_F3",11.52981,7.36272,0,0,0,2979.11577040057,"control","Hybrid","Sandy Loam"
"TMS_F3",11.52981,7.36272,0,0,0,3978.33333333333,"control","Opv","Sandy Loam"
"TMS_F4",11.75949,7.37933,0,0,0,88.0313725490196,"control","Hybrid","Sandy Loam"
"TMS_F4",11.75949,7.37933,0,0,0,666.048722519311,"control","Opv","Sandy Loam"
"TMS_F5",11.62602,7.46558,0,0,0,1030.08945513689,"control","Hybrid","Sandy Loam"
"TMS_F5",11.62602,7.46558,0,0,0,1815.61521252796,"control","Opv","Sandy Loam"
"TMS_F6",11.75527,7.37697,0,0,0,4147.77275012569,"control","Hybrid","Sandy Loam"
"TMS_F6",11.75527,7.37697,0,0,0,5372.7135788895,"control","Opv","Sandy Loam"
"TMS_F7",11.53308,7.36767,0,0,0,3849.67320261438,"control","Hybrid","Sandy Loam"
"TMS_F7",11.53308,7.36767,0,0,0,582.731338149295,"control","Opv","Sandy Loam"
"TMS_F8",11.61091,7.45851,0,0,0,4857.79411764706,"control","Hybrid","Sandy Loam"
"TMS_F8",11.61091,7.45851,0,0,0,7266.92643582256,"control","Opv","Sandy Loam"
"TMS_F9",11.6201,7.45143,0,0,0,2859.63901458019,"control","Hybrid","Sandy Loam"
"TMS_F9",11.6201,7.45143,0,0,0,2983.39933046389,"control","Opv","Sandy Loam"
"TMS_F10",11.57696,7.45516,0,0,0,3938.20174134636,"control","Hybrid","Sandy Loam"
"TMS_F10",11.57696,7.45516,0,0,0,3010.91930853338,"control","Opv","Sandy Loam"
"TMS_F10",11.57618,7.45716,0,0,0,2959.21568627451,"control","Hybrid","Sandy Loam"
"TMS_F10",11.57618,7.45716,0,0,0,3322.99758259468,"control","Opv","Sandy Loam"
"TMS_F11",11.55759,7.41263,0,0,0,3355.87429604966,"control","Hybrid","Sandy Loam"
"TMS_F11",11.55759,7.41263,0,0,0,4292.27472235507,"control","Opv","Sandy Loam"
"TMS_F12",11.73731,7.341,0,0,0,1547.99128540305,"control","Hybrid","Sandy Loam"
"TMS_F12",11.73731,7.341,0,0,0,2337.76091081594,"control","Opv","Sandy Loam"
"TMS_F13",11.57925,7.40556,0,0,0,8016.20643173503,"control","Hybrid","Sandy Loam"
"TMS_F13",11.57925,7.40556,0,0,0,5875.02673796791,"control","Opv","Sandy Loam"
"TMS_F14",11.7667,7.37876,0,0,0,518.692810457517,"control","Hybrid","Sandy Loam"
"TMS_F14",11.7667,7.37876,0,0,0,724.436974789916,"control","Opv","Sandy Loam"
"TMS_F15",11.63083,7.46457,0,0,0,763.636363636364,"control","Hybrid","Sandy Loam"
"TMS_F15",11.63083,7.46457,0,0,0,1584.84226794166,"control","Opv","Sandy Loam"
"TMS_F16",11.68081,8.54914,0,0,0,119.128027681661,"control","Hybrid","Sandy Loam"
"TMS_F16",11.68081,8.54914,0,0,0,535.241123476417,"control","Opv","Sandy Loam"
"TMS_F17",11.67769,8.52814,0,0,0,2257.22371287696,"control","Hybrid","Sandy Loam"
"TMS_F17",11.67769,8.52814,0,0,0,1306.78733031674,"control","Opv","Sandy Loam"
"TMS_F18",11.68229,8.5458,0,0,0,385.036119711042,"control","Hybrid","Sandy Loam"
"TMS_F18",11.68229,8.5458,0,0,0,334.096732026144,"control","Opv","Sandy Loam"
"TMS_F19",11.68309,8.52455,0,0,0,1844.19713831479,"control","Hybrid","Sandy Loam"
"TMS_F19",11.68309,8.52455,0,0,0,972.809394760615,"control","Opv","Sandy Loam"
"TMS_F20",11.68786,8.53474,0,0,0,773.028178158681,"control","Hybrid","Sandy Loam"
"TMS_F20",11.68786,8.53474,0,0,0,629.906518282989,"control","Opv","Sandy Loam"
"TMS_F22",11.73501,8.53887,0,0,0,2502.16857652152,"control","Hybrid","Sandy Loam"
"TMS_F22",11.73501,8.53887,0,0,0,2756.97312999274,"control","Opv","Sandy Loam"
"TMS_F23",11.68655,8.53336,0,0,0,738.878954248366,"control","Hybrid","Sandy Loam"
"TMS_F23",11.68655,8.53336,0,0,0,441.850789096126,"control","Opv","Sandy Loam"
"TMS_F24",11.67278,8.5426,0,0,0,277.187180092921,"control","Hybrid","Sandy Loam"
"TMS_F24",11.67278,8.5426,0,0,0,398.308342945021,"control","Opv","Sandy Loam"
"TMS_F25",11.75608,8.5414,0,0,0,2042.63276143791,"control","Hybrid","Sandy Loam"
"TMS_F25",11.75608,8.5414,0,0,0,2035.02281415711,"control","Opv","Sandy Loam"
"TMS_F26",11.67712,8.52781,0,0,0,1133.58069381599,"control","Hybrid","Sandy Loam"
"TMS_F26",11.67712,8.52781,0,0,0,873.479558260086,"control","Opv","Sandy Loam"
"TMS_F27",11.67099,8.52986,0,0,0,2725.24568287736,"control","Hybrid","Sandy Loam"
"TMS_F27",11.67099,8.52986,0,0,0,1764.99762486781,"control","Opv","Sandy Loam"
"TMS_F28",11.68468,8.53477,0,0,0,3659.98121225677,"control","Opv","Sandy Loam"
"TMS_F29",11.43786,7.25665,0,0,0,764.262440472748,"control","Hybrid","Sandy Loam"
"TMS_F29",11.43786,7.25665,0,0,0,785.605015673981,"control","Opv","Sandy Loam"
"TMS_F30",11.43515,7.25239,0,0,0,1024.83660130719,"control","Hybrid","Sandy Loam"
"TMS_F30",11.43515,7.25239,0,0,0,1154.95361071258,"control","Opv","Sandy Loam"
"TMS_F30",11.435628,7.252622,0,0,0,2312.76359600444,"control","Hybrid","Sandy Loam"
"TMS_F30",11.435628,7.252622,0,0,0,1793.32461873638,"control","Opv","Sandy Loam"
"TMS_F35",11.44089,7.26125,0,0,0,5104.04155844156,"control","Hybrid","Sandy Loam"
"TMS_F35",11.44089,7.26125,0,0,0,4651.10884055856,"control","Opv","Sandy Loam"
"TMS_F37",11.43465,7.25192,0,0,0,1792.3875432526,"control","Hybrid","Sandy Loam"
"TMS_F37",11.43465,7.25192,0,0,0,1653.51520318272,"control","Opv","Sandy Loam"
"TMS_F39",10.79184,8.58405,0,0,0,1139.35483870968,"control","Hybrid","Sandy Loam"
"TMS_F39",10.79184,8.58405,0,0,0,439.240784313726,"control","Opv","Sandy Loam"
"TMS_F39",10.79174,8.58402,0,0,0,197.225088865956,"control","Hybrid","Sandy Loam"
"TMS_F39",10.79174,8.58402,0,0,0,602.099425628838,"control","Opv","Sandy Loam"
"TMS_F40",10.77884,8.60706,0,0,0,959.229946524064,"control","Hybrid","Sandy Loam"
"TMS_F40",10.77884,8.60706,0,0,0,1246.20130718954,"control","Opv","Sandy Loam"
"TMS_F40",10.77896,8.60721,0,0,0,1294.17325618772,"control","Hybrid","Sandy Loam"
"TMS_F40",10.77896,8.60721,0,0,0,3503.62517099863,"control","Opv","Sandy Loam"
"TMS_F41",10.68866,8.62682,0,0,0,849.433294886582,"control","Hybrid","Sandy Clay Loam"
"TMS_F41",10.68866,8.62682,0,0,0,2175.50292844411,"control","Opv","Sandy Clay Loam"
"TMS_F42",10.77831,8.60252,0,0,0,6079.5530726257,"control","Hybrid","Sandy Loam"
"TMS_F42",10.77831,8.60252,0,0,0,4431.05586639112,"control","Opv","Sandy Loam"
"TMS_F43",10.68406,8.62938,0,0,0,183.921568627451,"control","Hybrid","Sandy Clay Loam"
"TMS_F43",10.68406,8.62938,0,0,0,381.836945304438,"control","Opv","Sandy Clay Loam"
"TMS_F44",10.75062,8.58097,0,0,0,2968.58286893705,"control","Hybrid","Sandy Loam"
"TMS_F44",10.75062,8.58097,0,0,0,957.815541031227,"control","Opv","Sandy Loam"
"TMS_F45",10.7503,8.58041,0,0,0,1828.47306275048,"control","Hybrid","Sandy Loam"
"TMS_F45",10.7503,8.58041,0,0,0,4006.98157751766,"control","Opv","Sandy Loam"
"TMS_F46",10.6759,8.63299,0,0,0,2952.3550802139,"control","Hybrid","Sandy Clay Loam"
"TMS_F46",10.6759,8.63299,0,0,0,2742.22757449436,"control","Opv","Sandy Clay Loam"
"TMS_F46",10.67283,8.62854,0,0,0,841.533468559838,"control","Hybrid","Sandy Clay Loam"
"TMS_F46",10.67283,8.62854,0,0,0,2438.71928518243,"control","Opv","Sandy Clay Loam"
"TMS_F47",10.77826,8.58441,0,0,0,2605.66993464052,"control","Hybrid","Sandy Loam"
"TMS_F47",10.77826,8.58441,0,0,0,2887.16704242673,"control","Opv","Sandy Loam"
"TMS_F47",10.77832,8.58362,0,0,0,1470.03734827264,"control","Hybrid","Sandy Loam"
"TMS_F47",10.77832,8.58362,0,0,0,732.887351018839,"control","Opv","Sandy Loam"
"TMS_F48",10.74032,8.58389,0,0,0,2261.50348953141,"control","Hybrid","Sandy Clay Loam"
"TMS_F48",10.74032,8.58389,0,0,0,2257.4334841629,"control","Opv","Sandy Clay Loam"
"TMS_F49",10.68781,8.62577,0,0,0,196.397258090228,"control","Hybrid","Sandy Clay Loam"
"TMS_F49",10.68781,8.62577,0,0,0,0,"control","Opv","Sandy Clay Loam"
"TMS_F50",10.72944,8.57747,0,0,0,2316.726342711,"control","Hybrid","Sandy Clay Loam"
"TMS_F50",10.72944,8.57747,0,0,0,1394.39215686275,"control","Opv","Sandy Clay Loam"
"TMS_F51",10.73025,8.57735,0,0,0,1389.9729951861,"control","Hybrid","Sandy Clay Loam"
"TMS_F51",10.73025,8.57735,0,0,0,1768.48020434227,"control","Opv","Sandy Clay Loam"
"TMS_F52",11.63346,7.18204,0,0,0,72.7960784313726,"control","Hybrid","Sandy Clay Loam"
"TMS_F52",11.63346,7.18204,0,0,0,1940.08285004143,"control","Opv","Sandy Clay Loam"
"TMS_F53",11.65778,7.15811,0,0,0,1446.82151835093,"control","Hybrid","Sandy Clay Loam"
"TMS_F54",11.6392,7.15978,0,0,0,112.823529411765,"control","Hybrid","Sandy Clay Loam"
"TMS_F54",11.6392,7.15978,0,0,0,471.562091503268,"control","Opv","Sandy Clay Loam"
"TMS_F55",11.57416,7.09071,0,0,0,114.941176470588,"control","Opv","Sandy Clay Loam"
"TMS_F56",11.64533,7.14161,0,0,0,2459.7660130719,"control","Hybrid","Sandy Clay Loam"
"TMS_F56",11.64533,7.14161,0,0,0,1841.03858895156,"control","Opv","Sandy Clay Loam"
"TMS_F57",11.62195,7.11551,0,0,0,32.4967320261438,"control","Hybrid","Sandy Clay Loam"
"TMS_F57",11.62195,7.11551,0,0,0,105.58110516934,"control","Opv","Sandy Clay Loam"
"TMS_F58",11.62875,7.13451,0,0,0,1441.95206971678,"control","Hybrid","Sandy Clay Loam"
"TMS_F58",11.62875,7.13451,0,0,0,1222.75816993464,"control","Opv","Sandy Clay Loam"
"TMS_F59",11.63299,7.17642,0,0,0,2442.6639714305,"control","Hybrid","Sandy Clay Loam"
"TMS_F59",11.63299,7.17642,0,0,0,1724.41275500099,"control","Opv","Sandy Clay Loam"
"TMS_F60",11.37662,7.33746,0,0,0,420.619860847565,"control","Hybrid","Sandy Loam"
"TMS_F60",11.37662,7.33746,0,0,0,631.00998003992,"control","Opv","Sandy Loam"
"TMS_F61",11.38078,7.33749,0,0,0,215.686274509804,"control","Hybrid","Sandy Loam"
"TMS_F61",11.38078,7.33749,0,0,0,1568.62745098039,"control","Opv","Sandy Loam"
"TMS_F62",11.4732,7.31351,0,0,0,2501.97253433208,"control","Hybrid","Sandy Loam"
"TMS_F62",11.4732,7.31351,0,0,0,3503.35754054708,"control","Opv","Sandy Loam"
"TMS_F63",11.5069,7.35738,0,0,0,2097.14906685566,"control","Hybrid","Sandy Loam"
"TMS_F63",11.5069,7.35738,0,0,0,3471.23182441701,"control","Opv","Sandy Loam"
"TMS_F64",11.47186,7.32028,0,0,0,1026.08260325407,"control","Hybrid","Sandy Loam"
"TMS_F64",11.47186,7.32028,0,0,0,124.052287581699,"control","Opv","Sandy Loam"
"TMS_F65",11.50024,7.3361,0,0,0,1689.27763569196,"control","Hybrid","Sandy Loam"
"TMS_F65",11.50024,7.3361,0,0,0,2959.78408834798,"control","Opv","Sandy Loam"
"TMS_F66",11.5002,7.33571,0,0,0,924.105763517528,"control","Hybrid","Sandy Loam"
"TMS_F66",11.5002,7.33571,0,0,0,1637.11111111111,"control","Opv","Sandy Loam"
"TMS_F67",11.5079,7.34541,0,0,0,1167.0350877193,"control","Hybrid","Sandy Loam"
"TMS_F67",11.5079,7.34541,0,0,0,3836.93862219217,"control","Opv","Sandy Loam"
